GeneSymbol,log2FoldChange,padj,DE
2310011J03Rik,-0.004466612444192684,0.9786745602045197,NO
2310015A10Rik,0.26975982521246983,0.4363516315270412,NO
2310022A10Rik,0.05214072062026342,0.7644095440313213,NO
2310022B05Rik,-0.04433830846044329,0.7077066543120167,NO
2310030G06Rik,-0.03181280716476675,0.8155836082781092,NO
2310033P09Rik,-0.09430557618642618,0.6661424808320804,NO
2310034G01Rik,-0.013495733278482972,0.9842931856263912,NO
2310039H08Rik,0.01637587571001577,0.957121964610375,NO
2310046K23Rik,-0.23761128382611135,0.7004763805397056,NO
2310050C09Rik,-0.42617508869336557,0.5190559827850613,NO
2310057M21Rik,0.09602283888273176,0.541228689072263,NO
2310058D17Rik,-0.11106723657285508,0.8392397845517482,NO
2310061I04Rik,-0.2262703900250991,0.14409222011002432,NO
2310068J16Rik,0.5485006955065179,0.4393269528059406,NO
2410002F23Rik,-0.3681310379440782,4.281866686740431e-5,DOWN
2410004B18Rik,-0.05513800253974453,0.7363084987103747,NO
2410006H16Rik,-0.07063624031942715,0.7376268307804186,NO
2410022M11Rik,0.049125159280071405,0.9172767584881938,NO
2500002B13Rik,-0.006772900333784281,0.9891184231068699,NO
2500004C02Rik,-0.21855854845594055,0.657053366188322,NO
2510002D24Rik,-0.07662403215242777,0.7330420099535567,NO
2510009E07Rik,0.05535150318006195,0.7634237378262593,NO
2510039O18Rik,0.10489267328809136,0.22560658005441966,NO
2510046G10Rik,-0.056889466510368095,0.9579145586216801,NO
2610002M06Rik,0.18885686877960983,0.16625924251034743,NO
2610005L07Rik,-0.1112510359109857,0.748759127460643,NO
2610008E11Rik,-0.06876813188922158,0.6894180369092162,NO
2610020C07Rik,0.1970435952258527,0.7363503100072684,NO
2610021A01Rik,-0.1281078397609412,0.42102653015909636,NO
2610035D17Rik,0.0038860889166650323,0.9818277307728327,NO
2610037D02Rik,-0.2720136783505431,0.5451818499473375,NO
2610044O15Rik8,-0.15858881663488458,0.47400199448463776,NO
2610206C17Rik,0.323989284231267,0.37051711592758774,NO
2610306M01Rik,-0.20669921700627744,0.7348560979876159,NO
2610307P16Rik,0.6228174037762245,0.06818610418647875,NO
2610507B11Rik,0.0424560894521648,0.546205246296566,NO
2610507I01Rik,-0.46043051281270453,0.03778167363047421,DOWN
2610528A11Rik,-0.9069954778889654,0.05203709953057046,NO
2610528J11Rik,-0.04182706097841752,0.8989154118384706,NO
2700033N17Rik,-0.022656921219548203,0.9808040786771755,NO
2700038G22Rik,-0.6263785264462142,0.09019967841150549,NO
2700046G09Rik,-0.2089373051894926,0.676684649286792,NO
2700049A03Rik,0.18935981311264236,0.4007960134440672,NO
2700054A10Rik,-0.15600807512307222,0.8482288119050976,NO
2700062C07Rik,-0.101410705367733,0.6623785786427013,NO
2700078F05Rik,-0.780708859334253,0.3293422269306257,NO
